gene_symbol,hgnc_id,type,locus_type,JAX,MSK,NWU,UCSF,JAX_MorPhiC_Code,MSK_category,one2one_ortholog_hgnc,mgi_id,impc_viability,impc_phenotypes_homozygote,impc_phenotypes_heterozygote,impc_phenotypes_hemizygote,percentage_essential_all,mean_score_all,cellular_essential,omim,omim_name,dd,dd_name,dd_confidence_category,dd_allelic_requirement
SMARCA2,HGNC:11098,approved_symbol,gene_with_protein_product,-,MSK,-,UCSF,-,TV genes,y,MGI:99603,viable,hyperactivity|increased circulating phosphate level|increased circulating aspartate transaminase level|increased circulating bilirubin level,-,-,352.504.638.218.924,994.889.665.989.858,n,omim_disease,BLEPHAROPHIMOSIS-IMPAIRED INTELLECTUAL DEVELOPMENT SYNDROME|NICOLAIDES-BARAITSER SYNDROME,dd,NICOLAIDES-BARAITSER SYNDROME,definitive,monoallelic_autosomal
SMARCC2,HGNC:11105,approved_symbol,gene_with_protein_product,-,MSK,-,UCSF,-,TV genes,y,MGI:1915344,lethal,"preweaning lethality, complete penetrance",decreased thigmotaxis|decreased heart rate|abnormal auditory brainstem response|prolonged RR interval,-,111.317.254.174.397,-140.215.741.682.094,n,omim_disease,COFFIN-SIRIS SYNDROME 8,dd,Syndromic Intellectual Disability and Developmental Delay,strong,monoallelic_autosomal
SMARCD3,HGNC:11108,approved_symbol,gene_with_protein_product,-,MSK,-,UCSF,-,"FUSIL ""developmental lethal""",y,MGI:1914243,lethal,"preweaning lethality, complete penetrance|prenatal lethality",decreased grip strength,-,0,671.748.062.192.452,n,-,-,-,-,-,-
SPI1,HGNC:11241,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,"FUSIL ""developmental lethal""",y,MGI:98282,lethal,"hemorrhage|preweaning lethality, complete penetrance",decreased erythrocyte cell number|increased mean corpuscular volume,-,25.974.025.974.026,-856.405.604.315.386,n,omim_disease,"AGAMMAGLOBULINEMIA 10, AUTOSOMAL DOMINANT",-,-,-,-
SPOP,HGNC:11254,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1343085,lethal,"preweaning lethality, complete penetrance",decreased respiratory quotient|enlarged lymph nodes|decreased food intake|increased circulating aspartate transaminase level|small thymus|small adrenal glands,-,371.057.513.914.657,-88.737.459.789.843,n,omim_disease,"NABAIS SA-DE VRIES SYNDROME, TYPE 1|NABAIS SA-DE VRIES SYNDROME, TYPE 2",dd,"SPOP-related Neurodevelopmental Disorder, gain of function|SPOP-related Neurodevelopmental Disorder, dominant negative",strong|strong,monoallelic_autosomal|monoallelic_autosomal
SPTBN1,HGNC:11275,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:98388,-,-,decreased body weight|decreased total body fat amount|decreased circulating serum albumin level,-,927.643.784.786.642,-394.458.991.298.176,n,omim_disease,"DEVELOPMENTAL DELAY, IMPAIRED SPEECH, AND BEHAVIORAL ABNORMALITIES",dd,SPTBN1-related developmental disorder (monoallelic),definitive,monoallelic_autosomal
SQLE,HGNC:11279,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:109296,lethal,"preweaning lethality, complete penetrance",-,-,38.961.038.961.039,-135.240.355.221.057,n,-,-,-,-,-,-
STRN3,HGNC:15720,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2151064,lethal,"hemorrhage|preweaning lethality, complete penetrance|edema",decreased circulating glucose level|abnormal behavior|decreased thigmotaxis|increased vertical activity|hyperactivity,-,12.987.012.987.013,-153.489.788.278.158,n,-,-,-,-,-,-
SUPT3H,HGNC:11466,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1923723,lethal,"preweaning lethality, complete penetrance",-,-,352.504.638.218.924,-120.157.206.192.324,n,-,-,-,-,-,-
SUPT4H1,HGNC:11467,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:107416,lethal,"embryonic lethality prior to organogenesis|embryonic lethality prior to tooth bud stage|preweaning lethality, complete penetrance",decreased mean corpuscular hemoglobin concentration,-,74.025.974.025.974,-696.958.574.511.207,y,-,-,-,-,-,-
SVEP1,HGNC:15985,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1928849,lethal,"preweaning lethality, complete penetrance|abnormal limb morphology|abnormal skin appearance|edema|abnormal tail morphology",increased hemoglobin content|increased erythrocyte cell number|abnormal iris pigmentation|eye hemorrhage|decreased circulating sodium level|narrow eye opening|decreased circulating phosphate level|abnormal iris transillumination|increased hematocrit|corneal deposits|impaired pupillary reflex|abnormal eyelid morphology|eyelids fail to open|prolonged QRS complex duration|exophthalmos|decreased circulating glucose level,-,0,-300.147.881.514.571,n,-,-,-,-,-,-
SYK,HGNC:11491,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:99515,lethal,"preweaning lethality, complete penetrance",increased total body fat amount|decreased grip strength|decreased exploration in new environment|decreased lean body mass,-,148.423.005.565.863,-286.610.253.836.851,n,omim_disease,IMMUNODEFICIENCY 82 WITH SYSTEMIC INFLAMMATION,-,-,-,-
SYNRG,HGNC:557,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1354742,lethal,"preweaning lethality, complete penetrance",increased heart rate,-,927.643.784.786.642,-346.145.404.673.833,n,-,-,-,-,-,-
SYT4,HGNC:11512,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,Xianming (DH),y,MGI:101759,viable,hyperactivity|increased blood urea nitrogen level|decreased circulating serum albumin level|abnormal gait|decreased circulating fructosamine level,-,-,0,700.691.735.782.682,n,-,-,-,-,-,-
TCERG1,HGNC:15630,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1926421,lethal,"preweaning lethality, complete penetrance|embryonic growth retardation",-,-,510.204.081.632.653,-522.372.421.833.725,y,-,-,-,-,-,-
TCF4,HGNC:11634,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,T2D (DH),y,MGI:98506,subviable,"preweaning lethality, incomplete penetrance",abnormal retina morphology,-,278.293.135.435.993,839.377.675.116.981,n,omim_disease,"CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 3|PITT-HOPKINS SYNDROME",dd,PITT-HOPKINS SYNDROME,definitive,monoallelic_autosomal
TCF7L2,HGNC:11641,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,T2D (DH),y,MGI:1202879,lethal,"preweaning lethality, complete penetrance",increased bone mineral content|increased bone mineral density|increased red blood cell distribution width|increased lean body mass|increased mean platelet volume|decreased total body fat amount,-,658.627.087.198.516,-123.464.153.452.495,n,omim_disease,TYPE 2 DIABETES MELLITUS,dd,TCF7L2-related developmental disorder (monoallelic),definitive,monoallelic_autosomal
TENT5C,HGNC:24712,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1921895,lethal,"preweaning lethality, complete penetrance",decreased mean corpuscular hemoglobin|increased grip strength,-,0,-200.701.729.193.224,n,-,-,-,-,-,-
TIPRL,HGNC:30231,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1915087,lethal,"embryonic growth retardation|abnormal forebrain development|embryonic lethality prior to tooth bud stage|preweaning lethality, complete penetrance",decreased locomotor activity|decreased thigmotaxis|decreased grip strength|abnormal startle reflex,-,300.556.586.270.872,-388.384.806.461.631,n,-,-,-,-,-,-
TMEM63B,HGNC:17735,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2387609,lethal,"preweaning lethality, complete penetrance",short tibia|hyperactivity|abnormal cornea morphology|increased circulating bilirubin level|limb grasping|decreased vertical activity,-,0,-159.452.058.648.763,n,-,-,-,-,-,-
TMEM161B,HGNC:28483,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1919995,lethal,"preweaning lethality, complete penetrance",increased total body fat amount|decreased circulating total protein level|decreased circulating serum albumin level,-,148.423.005.565.863,-724.345.804.013.519,n,-,-,-,-,-,-
TOX4,HGNC:20161,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1915389,lethal,"preweaning lethality, complete penetrance|embryonic growth retardation",decreased circulating glucose level|increased circulating creatinine level,-,202.226.345.083.488,-368.192.944.902.921,n,-,-,-,-,-,-
TRIM71,HGNC:32669,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2685973,lethal,"preweaning lethality, complete penetrance",abnormal ileum morphology|abnormal jejunum morphology,-,742.115.027.829.314,-656.308.974.669.264,n,omim_disease,"HYDROCEPHALUS, CONGENITAL COMMUNICATING, 1",-,-,-,-
TSPAN14,HGNC:23303,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1196325,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to tooth bud stage",-,-,927.643.784.786.642,-606.728.143.049.322,n,-,-,-,-,-,-
UBE2F,HGNC:12480,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1915171,lethal,"abnormal limb bud morphology|abnormal embryo turning|abnormal pharyngeal arch morphology|abnormal pericardium morphology|abnormal neural tube morphology|abnormal optic vesicle formation|abnormal heart morphology|prenatal lethality prior to heart atrial septation|preweaning lethality, complete penetrance",abnormal liver morphology|abnormal skin morphology|small testis|abnormal eye morphology|abnormal spleen morphology|enlarged liver|enlarged spleen|abnormal testis morphology|abnormal heart shape|increased heart weight|enlarged heart|enlarged seminal vesicle|abnormal heart morphology|small liver,-,176.252.319.109.462,-263.802.848.445.968,n,-,-,-,-,-,-
UBP1,HGNC:12507,approved_symbol,gene_with_protein_product,-,MSK,NWU,-,-,"FUSIL ""developmental lethal""",y,MGI:104889,lethal,"embryonic lethality prior to tooth bud stage|pale yolk sac|preweaning lethality, complete penetrance|pallor|abnormal embryo size",decreased circulating calcium level|increased circulating creatinine level|decreased circulating serum albumin level|decreased circulating alkaline phosphatase level,-,371.057.513.914.657,-292.885.342.989.533,n,-,-,-,-,-,-
UBXN7,HGNC:29119,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2146388,lethal,"embryonic growth retardation|abnormal skin appearance|abnormal skin coloration|abnormal embryo size|preweaning lethality, complete penetrance|abnormal craniofacial morphology",increased grip strength,-,185.528.756.957.328,-364.634.328.403.315,n,-,-,-,-,-,-
UCHL5,HGNC:19678,approved_symbol,gene_with_protein_product,-,MSK,-,UCSF,-,"FUSIL ""developmental lethal""",y,MGI:1914848,lethal,"preweaning lethality, complete penetrance",decreased locomotor activity,-,24.582.560.296.846,-357.705.497.192.831,n,-,-,-,-,-,-
UCN3,HGNC:17781,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,Xianming (DH),y,MGI:1932970,viable,abnormal heart morphology|increased circulating creatinine level|enlarged heart,-,-,0,677.392.041.209.008,n,-,-,-,-,-,-
UNC5C,HGNC:12569,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1095412,lethal,"preweaning lethality, complete penetrance",decreased locomotor activity,-,0,-56.815.503.224.605,n,-,-,-,-,-,-
USP14,HGNC:12612,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1928898,lethal,"preweaning lethality, complete penetrance",-,-,445.269.016.697.588,-787.716.570.967.581,n,-,-,dd,DISTAL ARTHROGRYPOSIS,limited,biallelic_autosomal
USP32,HGNC:19143,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2144475,lethal,"preweaning lethality, complete penetrance",increased lymphocyte cell number|increased mean platelet volume|decreased mean corpuscular hemoglobin concentration|increased leukocyte cell number|thrombocytosis|decreased circulating serum albumin level|decreased neutrophil cell number|increased red blood cell distribution width|decreased circulating glucose level|increased mean corpuscular volume,-,36.178.107.606.679,-214.033.535.354.661,n,-,-,-,-,-,-
VPS4A,HGNC:13488,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1890520,lethal,"preweaning lethality, complete penetrance|abnormal body wall morphology|abnormal embryo size|unresponsive to tactile stimuli|protruding tongue",abnormal skin morphology|enlarged spleen|cataract|increased spleen weight|tremors|unresponsive to tactile stimuli|abnormal lens morphology,-,201.298.701.298.701,-380.980.392.476.067,n,omim_disease,CIMDAG SYNDROME,dd,"CIMDAG Syndrome, monoallelic|CIMDAG Syndrome, biallelic",definitive|limited,monoallelic_autosomal|biallelic_autosomal
VPS37D,HGNC:18287,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2159402,lethal,"preweaning lethality, complete penetrance|unresponsive to tactile stimuli|abnormal body wall morphology",unresponsive to tactile stimuli|decreased locomotor activity|decreased total retina thickness|abnormal retina inner nuclear layer morphology|decreased prepulse inhibition,-,927.643.784.786.642,-778.420.284.859.781,n,-,-,-,-,-,-
WASF2,HGNC:12733,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1098641,lethal,"preweaning lethality, complete penetrance",abnormal stomach morphology|abnormal behavior,-,408.163.265.306.122,-220.315.632.971.777,n,-,-,-,-,-,-
WNT4,HGNC:12783,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,Xianming (DH),y,MGI:98957,-,-,-,-,0,-185.708.716.934.388,n,omim_disease,"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS|MULLERIAN APLASIA AND HYPERANDROGENISM",dd,SERKAL SYNDROME|MULLERIAN APLASIA AND HYPERANDROGENISM,strong|strong,biallelic_autosomal|monoallelic_autosomal
YIPF5,HGNC:24877,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1914430,lethal,"embryonic lethality prior to organogenesis|embryonic lethality prior to tooth bud stage|preweaning lethality, complete penetrance",increased prepulse inhibition|decreased erythrocyte cell number|abnormal retina outer nuclear layer morphology|decreased total retina thickness|thick ventricular wall,-,686.456.400.742.115,-201.501.544.494.815,n,omim_disease,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME 2",-,-,-,-
YLPM1,HGNC:17798,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1926195,lethal,"embryonic lethality prior to organogenesis|preweaning lethality, complete penetrance",persistence of hyaloid vascular system|decreased bone mineral content|abnormal startle reflex|increased total body fat amount|increased fasting circulating glucose level,-,371.057.513.914.657,-106.636.895.706.084,n,-,-,-,-,-,-
ZC3H4,HGNC:17808,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2682314,lethal,"preweaning lethality, complete penetrance|prenatal lethality prior to heart atrial septation|embryonic lethality prior to organogenesis",abnormal coat/hair pigmentation|increased circulating calcium level|abnormal epididymis morphology|increased circulating serum albumin level|enlarged epididymis|abnormal eye morphology|cataract; lens extrusion,-,352.504.638.218.924,-163.924.345.983.417,n,-,-,-,-,-,-
ZC3H11A,HGNC:29093,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",-,-,-,-,-,-,667.903.525.046.382,-206.086.530.600.938,n,-,-,-,-,-,-
ZMIZ2,HGNC:22229,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:106374,lethal,"embryonic lethality prior to organogenesis|embryonic lethality prior to tooth bud stage|preweaning lethality, complete penetrance",decreased exploration in new environment,-,927.643.784.786.642,-396.832.886.206.732,n,-,-,-,-,-,-
ZNF496,HGNC:23713,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2679270,lethal,"preweaning lethality, complete penetrance",thrombocytopenia|increased heart weight,-,0,141.424.456.056.362,n,-,-,-,-,-,-
ZNF536,HGNC:29025,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1926102,lethal,"preweaning lethality, complete penetrance|cyanosis|respiratory system phenotype",hyperactivity|increased mean corpuscular hemoglobin concentration|increased circulating chloride level|increased hemoglobin content,-,111.317.254.174.397,-110.491.610.818.195,n,-,-,-,-,-,-
ZNF771,HGNC:29653,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,T2D (DH),y,MGI:2442050,-,-,-,-,463.821.892.393.321,-156.005.938.575.059,n,-,-,-,-,-,-
ZRANB2,HGNC:13058,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1858211,-,-,decreased body weight|decreased circulating fructosamine level,-,23.469.387.755.102,-375.117.242.436.113,n,-,-,-,-,-,-
ZZZ3,HGNC:24523,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1920453,-,-,corneal opacity|decreased hemoglobin content|decreased hematocrit|abnormal cornea morphology,-,844.155.844.155.844,-293.946.044.166.379,n,-,-,-,-,-,-
MEG3,HGNC:14575,approved_symbol,RNA_long_non_coding,-,MSK,-,-,-,Xianming (DH),-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-
ADNP,HGNC:15766,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1338758,-,-,-,-,49.165.120.593.692,-151.269.565.652.838,n,omim_disease,HELSMOORTEL-VAN DER AA SYNDROME,dd,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT, 28",definitive,monoallelic_autosomal
AEBP1,HGNC:303,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1197012,lethal,"abnormal tail morphology|preweaning lethality, complete penetrance",enlarged heart|abnormal heart morphology,-,463.821.892.393.321,-109.394.967.771.823,n,omim_disease,"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2",-,-,-,-
AEBP2,HGNC:24051,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1338038,-,-,-,-,927.643.784.786.642,-115.585.084.808.386,n,-,-,-,-,-,-
AHCTF1,HGNC:24618,approved_symbol,gene_with_protein_product,-,-,NWU,-,-,-,y,MGI:1915033,lethal,"preweaning lethality, complete penetrance",abnormal vitreous body morphology,-,993.506.493.506.494,-126.072.188.450.369,y,-,-,-,-,-,-
